frequency,peak_power,interference_type
868.925375,-128.959359325234,Широкополосные
868.9255,-129.056042336412,Широкополосные
868.925625,-129.275198097088,Широкополосные
868.92575,-129.570998677168,Широкополосные
868.925875,-129.915911603147,Широкополосные
868.926,-130.219411784244,Широкополосные
868.926125,-130.36479478067,Широкополосные
868.92625,-130.322560967789,Широкополосные
868.926375,-130.061009453084,Широкополосные
868.9265,-129.694165604537,Широкополосные
868.926625,-129.311701161409,Широкополосные
868.92675,-128.959837065019,Широкополосные
868.926875,-128.745998851848,Широкополосные
868.927,-128.607795784908,Широкополосные
868.927125,-128.595797603838,Широкополосные
868.92725,-128.665795219461,Широкополосные
868.927375,-128.743695527964,Широкополосные
868.9275,-128.837496652771,Широкополосные
868.927625,-128.909129358891,Широкополосные
868.92775,-128.982119853958,Широкополосные
868.927875,-129.100278194895,Широкополосные
868.928,-129.250759883691,Широкополосные
868.928125,-129.36033122175,Широкополосные
868.92825,-129.446432145995,Широкополосные
868.928375,-129.459232310221,Широкополосные
868.9285,-129.410068416595,Широкополосные
868.928625,-129.315488911985,Широкополосные
868.92875,-129.213339148701,Широкополосные
868.928875,-129.159490279517,Широкополосные
868.929,-129.171477811949,Широкополосные
868.929125,-129.203611673192,Широкополосные
868.92925,-129.256881659628,Широкополосные
868.929375,-129.2128946214,Широкополосные
868.9295,-129.09182162908,Широкополосные
868.929625,-128.943916959198,Широкополосные
868.92975,-128.794725959048,Широкополосные
868.929875,-128.768995925865,Широкополосные
868.93,-128.836672744028,Широкополосные
868.930125,-129.024729880519,Широкополосные
868.93025,-129.250142447728,Широкополосные
868.930375,-129.46542684089,Широкополосные
868.9305,-129.597249035254,Широкополосные
868.930625,-129.618063939859,Широкополосные
868.93075,-129.587251418442,Широкополосные
868.930875,-129.511740404615,Широкополосные
868.931,-129.454656442485,Широкополосные
868.931125,-129.408146234602,Широкополосные
868.93125,-129.364040676703,Широкополосные
868.931375,-129.298382039027,Широкополосные
868.9315,-129.224345284276,Широкополосные
868.931625,-129.150460681622,Широкополосные
868.93175,-129.100131117021,Широкополосные
868.931875,-129.002384412329,Широкополосные
868.932,-128.905811388321,Широкополосные
868.932125,-128.756991890673,Широкополосные
868.93225,-128.634920163136,Широкополосные
868.932375,-128.516952841132,Широкополосные
868.9325,-128.430848625605,Широкополосные
868.932625,-128.329754112687,Широкополосные
868.93275,-128.189761308835,Широкополосные
868.932875,-128.013320029828,Широкополосные
868.933,-127.830124093258,Широкополосные
868.933125,-127.702877501176,Широкополосные
868.93325,-127.660674494655,Широкополосные
868.933375,-127.69612288263,Широкополосные
868.9335,-127.823697044081,Широкополосные
868.933625,-127.951668964754,Широкополосные
868.93375,-128.065250214953,Широкополосные
868.933875,-128.140548573731,Широкополосные
868.934,-128.153705655605,Широкополосные
868.934125,-128.201798529945,Широкополосные
868.93425,-128.293516502559,Широкополосные
868.934375,-128.465742446743,Широкополосные
868.9345,-128.680654625087,Широкополосные
868.934625,-128.918108790566,Широкополосные
868.93475,-129.017537497704,Широкополосные
868.934875,-129.015038074716,Широкополосные
868.935,-128.863099705204,Широкополосные
868.935125,-128.587899371127,Широкополосные
868.93525,-128.362276842084,Широкополосные
868.935375,-128.200153281964,Широкополосные
868.9355,-128.226812349461,Широкополосные
868.935625,-128.384073927188,Широкополосные
868.93575,-128.679414449794,Широкополосные
868.935875,-128.996850144825,Широкополосные
868.936,-129.283640714737,Широкополосные
868.936125,-129.403028798397,Широкополосные
868.93625,-129.365260550458,Широкополосные
868.936375,-129.233745175819,Широкополосные
868.9365,-128.976088065796,Широкополосные
868.936625,-128.689272461006,Широкополосные
868.93675,-128.463388971026,Широкополосные
868.936875,-128.337714106159,Широкополосные
868.937,-128.328539786825,Широкополосные
868.937125,-128.405802557655,Широкополосные
868.93725,-128.533136544944,Широкополосные
868.937375,-128.633854714524,Широкополосные
868.9375,-128.668099097412,Широкополосные
868.937625,-128.674266361576,Широкополосные
868.93775,-128.650498142545,Широкополосные
868.937875,-128.718680980998,Широкополосные
868.938,-128.873607359495,Широкополосные
868.938125,-129.078949646537,Широкополосные
868.93825,-129.269898862406,Широкополосные
868.938375,-129.345820724891,Широкополосные
868.9385,-129.251375002211,Широкополосные
868.938625,-129.065947855355,Широкополосные
868.93875,-128.85144255157,Широкополосные
868.938875,-128.685824691031,Широкополосные
868.939,-128.593381744978,Широкополосные
868.939125,-128.578656688464,Широкополосные
868.93925,-128.597493673172,Широкополосные
868.939375,-128.591751162602,Широкополосные
868.9395,-128.541444419759,Широкополосные
868.939625,-128.463259158951,Широкополосные
868.93975,-128.379259891875,Широкополосные
868.939875,-128.323923597509,Широкополосные
868.94,-128.306680809519,Широкополосные
868.940125,-128.250772554003,Широкополосные
868.94025,-128.162104398069,Широкополосные
868.940375,-128.037045284456,Широкополосные
868.9405,-127.864557380436,Широкополосные
868.940625,-127.749067046057,Широкополосные
868.94075,-127.748031428469,Широкополосные
868.940875,-127.920256680958,Широкополосные
868.941,-128.213693901801,Широкополосные
868.941125,-128.63736339053,Широкополосные
868.94125,-129.03417002578,Широкополосные
868.941375,-129.349131348729,Широкополосные
868.9415,-129.467134915097,Широкополосные
868.941625,-129.373381752515,Широкополосные
868.94175,-129.10177027538,Широкополосные
868.941875,-128.764956928445,Широкополосные
868.942,-128.427762417439,Широкополосные
868.942125,-128.143995008802,Широкополосные
868.94225,-127.936629133477,Широкополосные
868.942375,-127.81165099271,Широкополосные
868.9425,-127.792014451447,Широкополосные
868.942625,-127.868639625755,Широкополосные
868.94275,-128.042595904792,Широкополосные
868.942875,-128.301370756688,Широкополосные
868.943,-128.581722413415,Широкополосные
868.943125,-128.808205299299,Широкополосные
868.94325,-128.91515377676,Широкополосные
868.943375,-128.887631086667,Широкополосные
868.9435,-128.774946261079,Широкополосные
868.943625,-128.65827224946,Широкополосные
868.94375,-128.634554142788,Широкополосные
868.943875,-128.700750022542,Широкополосные
868.944,-128.853357067926,Широкополосные
868.944125,-128.989237071963,Широкополосные
868.94425,-129.03504530718,Широкополосные
868.944375,-128.964073246773,Широкополосные
868.9445,-128.811113012944,Широкополосные
868.944625,-128.664802551441,Широкополосные
868.94475,-128.526815480564,Широкополосные
868.944875,-128.445392257086,Широкополосные
868.945,-128.368872654776,Широкополосные
868.945125,-128.287328540078,Широкополосные
868.94525,-128.182524919169,Широкополосные
868.945375,-128.053765903255,Широкополосные
868.9455,-127.952572747476,Широкополосные
868.945625,-127.893629109567,Широкополосные
868.94575,-127.900523199957,Широкополосные
868.945875,-128.005469926141,Широкополосные
868.946,-128.156303657109,Широкополосные
868.946125,-128.30913362925,Широкополосные
868.94625,-128.343577271572,Широкополосные
868.946375,-128.278981516103,Широкополосные
868.9465,-128.19437900044,Широкополосные
868.946625,-128.033676240354,Широкополосные
868.94675,-127.999587934237,Широкополосные
868.946875,-128.075928421306,Широкополосные
868.947,-128.273718228125,Широкополосные
868.947125,-128.555200442043,Широкополосные
868.94725,-128.883092983192,Широкополосные
868.947375,-129.204534967375,Широкополосные
868.9475,-129.493643534326,Широкополосные
868.947625,-129.674677671112,Широкополосные
868.94775,-129.736926137605,Широкополосные
868.947875,-129.664165928983,Широкополосные
868.948,-129.466024743782,Широкополосные
868.948125,-129.210771614484,Широкополосные
868.94825,-128.934227757653,Широкополосные
868.948375,-128.722625654107,Широкополосные
868.9485,-128.523352709922,Широкополосные
868.948625,-128.409986523744,Широкополосные
868.94875,-128.31820421874,Широкополосные
868.948875,-128.257964060363,Широкополосные
868.949,-128.208188526187,Широкополосные
868.949125,-128.171479567187,Широкополосные
868.94925,-128.153966325253,Широкополосные
868.949375,-128.213344543513,Широкополосные
868.9495,-128.332050691876,Широкополосные
868.949625,-128.522209708834,Широкополосные
868.94975,-128.667335847039,Широкополосные
868.949875,-128.755747851879,Широкополосные
868.95,-128.751621666108,Широкополосные
868.950125,-128.578748942462,Широкополосные
868.95025,-128.397443874244,Широкополосные
868.950375,-128.245929761276,Широкополосные
868.9505,-128.235890736848,Широкополосные
868.950625,-128.319936619777,Широкополосные
868.95075,-128.512397090735,Широкополосные
868.950875,-128.738669745557,Широкополосные
868.951,-128.905813683397,Широкополосные
868.951125,-128.92798741675,Широкополосные
868.95125,-128.798257269425,Широкополосные
868.951375,-128.619019455563,Широкополосные
868.9515,-128.448972014011,Широкополосные
868.951625,-128.405340701627,Широкополосные
868.95175,-128.492290619432,Широкополосные
868.951875,-128.637874610552,Широкополосные
868.952,-128.809601520533,Широкополосные
868.952125,-128.918700534122,Широкополосные
868.95225,-128.948308892331,Широкополосные
868.952375,-128.973046549622,Широкополосные
868.9525,-128.98773830763,Широкополосные
868.952625,-129.021971001908,Широкополосные
868.95275,-129.04123707152,Широкополосные
868.952875,-129.00271723074,Широкополосные
868.953,-128.884188991413,Широкополосные
868.953125,-128.700732036674,Широкополосные
868.95325,-128.501456229417,Широкополосные
868.953375,-128.341097676753,Широкополосные
868.9535,-128.258806814584,Широкополосные
868.953625,-128.293708636065,Широкополосные
868.95375,-128.407715193134,Широкополосные
868.953875,-128.536953658527,Широкополосные
868.954,-128.598223006781,Широкополосные
868.954125,-128.60173001046,Широкополосные
868.95425,-128.574502665084,Широкополосные
868.954375,-128.512704591758,Широкополосные
868.9545,-128.53904188143,Широкополосные
868.954625,-128.612692957802,Широкополосные
868.95475,-128.755171238586,Широкополосные
868.954875,-128.870584885123,Широкополосные
868.955,-128.976362491046,Широкополосные
868.955125,-129.030772576918,Широкополосные
868.95525,-129.076361062691,Широкополосные
868.955375,-129.146259115998,Широкополосные
868.9555,-129.157276831599,Широкополосные
868.955625,-129.090226544009,Широкополосные
868.95575,-128.928593192378,Широкополосные
868.955875,-128.676542109823,Широкополосные
868.956,-128.365803404092,Широкополосные
868.956125,-128.071398522511,Широкополосные
868.95625,-127.815623236144,Широкополосные
868.956375,-127.63947059878,Широкополосные
868.9565,-127.515677457907,Широкополосные
868.956625,-127.425021353123,Широкополосные
868.95675,-127.326281683295,Широкополосные
868.956875,-127.190681074198,Широкополосные
868.957,-127.046244326715,Широкополосные
868.957125,-126.917603248417,Широкополосные
868.95725,-126.84981399778,Широкополосные
868.957375,-126.870891865518,Широкополосные
868.9575,-126.947393672629,Широкополосные
868.957625,-127.08894215923,Широкополосные
868.95775,-127.228021337163,Широкополосные
868.957875,-127.325429819678,Широкополосные
868.958,-127.363904102561,Широкополосные
868.958125,-127.283740591033,Широкополосные
868.95825,-127.096059239181,Широкополосные
868.958375,-126.867609603461,Широкополосные
868.9585,-126.594195988995,Широкополосные
868.958625,-126.363707585599,Широкополосные
868.95875,-126.270867618951,Широкополосные
868.958875,-126.30481505189,Широкополосные
868.959,-126.54955730898,Широкополосные
868.959125,-126.931948522677,Широкополосные
868.95925,-127.409774435316,Широкополосные
868.959375,-127.929089368132,Широкополосные
868.9595,-128.46569926238,Широкополосные
868.959625,-128.938480451656,Широкополосные
868.95975,-129.34784979042,Широкополосные
868.959875,-129.499380171655,Широкополосные
868.96,-129.393146612781,Широкополосные
868.960125,-129.049541339467,Широкополосные
868.96025,-128.567548981912,Широкополосные
868.960375,-128.130420408918,Широкополосные
868.9605,-127.747105462688,Широкополосные
868.960625,-127.518481236699,Широкополосные
868.96075,-127.362333299851,Широкополосные
868.960875,-127.2803341241,Широкополосные
868.961,-127.177577206719,Широкополосные
868.961125,-127.056823470157,Широкополосные
868.96125,-126.979752701676,Широкополосные
868.961375,-126.987366460046,Широкополосные
868.9615,-127.195106676097,Широкополосные
868.961625,-127.516598312525,Широкополосные
868.96175,-127.835334460767,Широкополосные
868.961875,-128.008222550378,Широкополосные
868.962,-127.846175829973,Широкополосные
868.962125,-127.448434377853,Широкополосные
868.96225,-127.007178320196,Широкополосные
868.962375,-126.644529000873,Широкополосные
868.9625,-126.502462096209,Широкополосные
